UTC,FMS_ALT_PRES,FMS_TAS,FMS_SAT,FMS_LAT,FMS_LON,FMS_GRD_SPD,FMS_HDG,FMS_TRK,FMS_WNS,FMS_WND,IRS_PITCH,IRS_ROLL,IRS_VERT_ACC,ADC_IAS,GPS_ALT,A_DewPoint,A_CabinPressure,A_SurfTemp,A_TotalTemp,A_JNO2_Nadir,A_JNO2_Zenith,A_RadarAlt,C_StaticPressure,C_DiffPressure,C_StatTempDegC,C_PotTempDegK,C_MachNumber,C_CabAltitude,C_VaporPresWater,C_SatVaporPresWater,C_SatVaporPresIce,C_MixingRatio,C_RelHumidity
71023,5097.1,166.3,24.5,40.613987,-105.141151,173.75,46.49,35.13,17.95,136.65,2.59,28.89,-0.123,149.55,5460.2,6.8,12.591,36.3,27.9,0.000907,0.007737,345.431,840.81,35.729,24.34,312.612,0.245,4216.4868,9.9149,30.5748,38.5424,7.4219,32.2
71024,5111.1,167.42,24.5,40.614586,-105.140419,173.92,49.32,38.13,18.73,137.6,1.48,30.14,-0.088,152.94,5468.4,7.0,12.591,36.41,28.25,0.000894,0.00771,366.148,840.51,36.737,24.59,312.899,0.248,4216.5259,10.0545,31.0227,39.1955,7.5304,32.37
71025,5122.5,169.62,24.5,40.615211,-105.139709,174.35,52.33,41.45,19.23,138.76,1.72,29.87,-0.014,154.99,5472.6,7.27,12.591,36.77,28.4,0.000881,0.007718,387.655,840.34,38.11,24.6,312.937,0.253,4215.8623,10.2396,31.0582,39.2475,7.67235,33.66
71026,5119.2,171.78,24.5,40.61578,-105.138954,174.96,55.41,44.91,19.5,139.46,1.55,28.28,-0.143,156.59,5474.2,7.63,12.59,37.06,28.21,0.00086,0.007744,388.027,840.53,39.09,24.32,312.618,0.256,4218.2197,10.4996,30.5325,38.4808,7.86781,34.99
71027,5115.6,173.94,24.5,40.61628,-105.138107,175.88,58.37,48.27,19.73,140.17,0.98,27.5,-0.111,157.37,5474.3,8.0,12.59,37.08,28.23,0.000842,0.007753,387.612,840.66,39.915,24.26,312.539,0.258,4217.77,10.7698,30.4212,38.3187,8.07166,35.63
71028,5117.0,175.28,24.5,40.616768,-105.13723,177.01,61.72,51.61,20.0,140.87,1.28,27.68,-0.044,158.43,5471.5,8.13,12.591,36.83,28.25,0.000915,0.007742,390.223,840.56,40.333,24.25,312.536,0.26,4215.2529,10.8618,30.397,38.2835,8.14252,35.68
71029,5105.5,176.17,24.5,40.617214,-105.136307,178.13,65.42,54.76,20.23,141.82,2.26,27.39,0.06,159.98,5464.1,8.03,12.593,36.5,28.36,0.000965,0.007725,379.126,840.47,41.127,24.28,312.578,0.262,4210.9321,10.7913,30.4513,38.3626,8.08985,35.13
71030,5100.8,177.43,24.5,40.617634,-105.135361,179.09,69.4,57.67,20.73,143.23,3.4,26.1,0.136,161.51,5455.3,7.81,12.595,36.29,28.49,0.000906,0.007712,364.813,840.56,42.07,24.31,312.603,0.265,4207.4546,10.6292,30.5115,38.4502,7.9659,34.71
71031,5088.0,178.67,24.5,40.618019,-105.134384,179.73,73.01,61.14,21.23,144.63,4.27,25.67,0.176,160.41,5449.2,7.56,12.596,36.37,28.44,0.000886,0.007694,364.295,840.89,42.674,24.2,312.455,0.267,4205.4619,10.4505,30.3175,38.1681,7.82725,33.98
71032,5085.8,179.23,24.5,40.618401,-105.133362,180.11,75.92,64.73,21.5,146.04,4.96,25.53,0.209,161.33,5447.2,7.29,12.596,36.8,28.69,0.00094,0.007681,369.937,841.0,42.432,24.48,312.735,0.266,4204.1211,10.258,30.8251,38.9074,7.68025,32.72
71033,5074.0,179.88,24.5,40.618641,-105.132309,180.36,78.58,68.23,21.5,147.69,4.36,24.74,0.044,164.78,5451.0,7.04,12.596,37.5,28.63,0.000963,0.00769,397.061,841.07,42.732,24.39,312.635,0.267,4206.1133,10.0837,30.6643,38.6732,7.54745,33.25
71034,5084.4,182.22,24.5,40.6189,-105.131271,180.56,81.44,71.86,21.5,149.31,4.04,24.98,0.017,165.29,5458.8,6.88,12.595,38.28,28.61,0.000963,0.007684,394.082,840.67,44.423,24.2,312.478,0.272,4207.3174,9.9724,30.3176,38.1681,7.46678,32.68
71035,5109.6,184.29,24.5,40.619072,-105.130188,180.74,84.39,75.01,21.5,150.01,3.83,25.12,-0.002,165.74,5470.9,6.82,12.594,38.85,28.57,0.000951,0.007679,413.387,840.44,44.871,24.12,312.419,0.274,4208.7505,9.9328,30.1715,37.9556,7.43888,33.1
71036,5115.1,185.38,24.5,40.619209,-105.129105,181.04,86.57,77.65,21.5,150.71,3.26,25.03,-0.059,168.02,5484.4,6.96,12.593,38.98,28.57,0.000927,0.007683,426.635,840.16,45.142,24.09,312.419,0.274,4211.0361,10.0305,30.1212,37.8825,7.51542,33.59
71037,5128.8,186.95,24.5,40.619377,-105.128006,181.53,88.31,80.61,21.5,151.17,2.93,24.32,-0.095,169.76,5496.5,7.19,12.593,38.75,28.59,0.000893,0.007683,438.831,839.72,46.545,23.97,312.337,0.279,4212.4878,10.1855,29.9008,37.5626,7.637,34.47
71038,5140.8,188.52,24.17,40.619377,-105.126907,182.21,90.42,83.34,21.27,151.42,2.65,24.64,-0.074,170.32,5506.3,7.35,12.592,38.3,28.54,0.000901,0.007661,442.013,839.36,47.288,23.85,312.246,0.281,4212.915,10.2967,29.6798,37.2422,7.72476,34.91
71039,5152.0,189.45,24.0,40.619461,-105.125778,183.02,93.12,85.98,20.77,151.88,2.36,25.64,-0.085,169.56,5513.6,7.48,12.592,37.8,28.5,0.00087,0.007631,448.131,839.15,47.316,23.81,312.224,0.281,4213.4424,10.39,29.6039,37.1322,7.79768,35.06
71040,5158.8,189.69,24.0,40.619408,-105.12468,183.95,96.08,88.91,20.5,152.12,2.27,26.61,-0.058,171.82,5518.0,7.6,12.592,37.38,28.59,0.000876,0.007603,452.643,838.96,46.966,23.93,312.377,0.28,4213.6606,10.4737,29.8314,37.4619,7.863,35.18
71041,5161.6,191.19,24.0,40.619377,-105.123535,184.84,99.02,91.71,20.27,152.82,2.19,24.45,-0.002,173.96,5519.6,7.6,12.592,36.98,28.64,0.000879,0.007615,460.121,838.89,48.643,23.81,312.261,0.285,4212.6348,10.4795,29.6198,37.1552,7.86813,35.6
71042,5153.9,192.61,24.0,40.619331,-105.12236,185.7,101.42,94.15,20.0,153.53,2.76,18.85,0.049,175.1,5521.3,7.52,12.593,36.51,28.67,0.000889,0.007707,464.382,838.93,49.274,23.79,312.232,0.287,4211.3521,10.4167,29.5788,37.0958,7.82,34.99
71043,5154.8,193.38,24.0,40.619202,-105.121292,186.64,103.54,96.71,19.77,154.48,3.34,14.4,0.068,175.5,5523.0,7.42,12.593,35.92,28.72,0.000804,0.007817,458.312,838.84,50.022,23.77,312.218,0.289,4210.7007,10.3518,29.5388,37.0379,7.77147,34.91
71044,5165.0,194.11,24.0,40.619049,-105.12014,187.46,105.12,98.85,19.5,155.64,3.76,11.53,0.118,175.87,5525.7,7.34,12.594,35.28,28.93,0.000773,0.007892,464.411,838.84,50.317,23.95,312.404,0.29,4209.4082,10.2886,29.854,37.4948,7.72352,34.49
71045,5165.9,194.94,24.0,40.618874,-105.119034,188.21,105.75,100.52,19.27,156.34,3.56,11.83,-0.028,174.85,5530.8,7.31,12.593,34.77,28.89,0.000766,0.007888,474.125,838.67,50.702,23.87,312.342,0.291,4210.7881,10.2721,29.72,37.3006,7.71248,34.43
71046,5172.0,194.23,24.0,40.618668,-105.11792,189.07,106.13,102.05,18.77,157.04,2.83,12.81,-0.093,176.94,5537.5,7.39,12.593,34.44,28.84,0.000804,0.007871,489.205,838.41,49.428,23.94,312.444,0.287,4211.7397,10.3276,29.8455,37.4825,7.75713,34.85
71047,5179.2,193.81,24.0,40.618443,-105.116783,189.96,106.56,103.3,18.05,157.75,2.18,9.49,-0.132,177.89,5546.1,7.55,12.593,34.26,28.83,0.000752,0.007955,499.916,838.34,48.728,23.99,312.509,0.285,4212.5435,10.4378,29.9426,37.6234,7.8416,34.41
71048,5185.9,193.18,24.0,40.61821,-105.115677,190.88,107.44,104.13,17.27,158.45,1.51,5.85,-0.126,178.22,5550.9,7.6,12.593,34.19,28.84,0.000666,0.008029,496.116,838.18,49.522,23.92,312.45,0.288,4211.6865,10.4729,29.8158,37.4396,7.86984,35.37
71049,5185.0,193.3,24.33,40.617962,-105.114563,192.12,108.35,104.91,16.55,159.64,1.06,3.88,-0.107,178.33,5551.1,7.5,12.594,34.26,28.88,0.00064,0.008062,492.004,838.24,48.932,24.02,312.546,0.286,4210.4268,10.4028,29.9877,37.6889,7.81593,34.63
71050,5184.1,190.35,24.5,40.617722,-105.113403,193.55,108.66,105.49,15.55,162.0,1.17,2.24,-0.024,180.85,5547.1,7.32,12.595,34.65,29.02,0.000666,0.008081,489.292,838.37,48.883,24.17,312.687,0.286,4208.1123,10.2761,30.2556,38.078,7.71836,33.83
71051,5177.4,193.22,24.17,40.617489,-105.112228,194.99,108.86,105.85,14.78,164.32,1.59,1.12,0.066,182.48,5540.3,7.11,12.596,35.24,29.14,0.000626,0.008091,480.319,838.45,51.844,24.0,312.506,0.294,4204.7754,10.1315,29.9595,37.6482,7.60766,33.85
71052,5168.1,199.02,24.0,40.617195,-105.111122,196.59,109.04,106.09,14.28,165.48,1.95,0.4,0.027,183.94,5534.0,6.93,12.597,35.73,29.16,0.000605,0.008091,477.227,838.63,53.39,23.88,312.357,0.298,4203.3496,10.0048,29.7367,37.3248,7.50976,33.66
71053,5168.1,199.27,24.33,40.616966,-105.10997,198.07,109.01,106.26,13.78,166.43,2.22,0.93,0.062,184.46,5527.3,6.81,12.598,35.97,29.18,0.00059,0.00808,473.869,838.84,53.366,23.89,312.35,0.298,4201.3804,9.9252,29.7633,37.3634,7.44742,33.53
71054,5161.6,199.57,24.5,40.616692,-105.108788,199.13,108.7,106.38,13.28,167.84,2.47,5.8,0.026,183.39,5522.6,6.77,12.598,35.93,29.18,0.000624,0.00801,473.309,838.93,54.065,23.83,312.277,0.3,4200.4624,9.8971,29.6555,37.2073,7.4253,33.3
71055,5154.3,200.72,24.5,40.616432,-105.10759,200.31,108.59,106.64,12.78,169.24,2.68,8.89,0.067,183.29,5520.4,6.83,12.599,35.53,29.13,0.000679,0.007958,467.079,838.97,53.318,23.86,312.299,0.298,4199.2979,9.939,29.6993,37.2708,7.45673,33.92
71056,5156.0,201.2,24.5,40.616165,-105.10643,201.34,109.67,107.17,12.28,170.4,4.28,10.34,0.206,183.59,5518.9,6.95,12.6,34.77,29.17,0.000708,0.007915,466.246,839.14,53.324,23.89,312.316,0.298,4196.8892,10.0192,29.7605,37.3594,7.5161,34.12
71057,5157.4,202.77,24.17,40.615894,-105.105286,202.09,111.48,108.03,11.78,171.35,5.32,12.45,0.192,183.81,5520.3,7.09,12.6,33.8,29.16,0.000712,0.007858,476.379,839.0,55.055,23.72,312.146,0.303,4196.5083,10.1197,29.4464,36.9041,7.59365,34.71
71058,5166.4,204.21,24.0,40.615578,-105.10408,202.5,113.36,109.3,,,5.66,12.39,0.139,182.94,5526.0,7.19,12.599,32.94,29.1,0.000685,0.007859,495.08,838.99,54.596,23.7,312.134,0.301,4198.5264,10.1885,29.4237,36.8713,7.64606,34.58
71059,5176.2,204.12,24.0,40.615227,-105.102921,202.44,114.88,110.67,,,5.59,11.93,0.069,183.8,5539.6,7.23,12.598,32.38,29.14,0.000672,0.007886,515.26,838.6,54.3,23.77,312.24,0.301,4200.8237,10.2125,29.5327,37.0291,7.66785,34.92
71060,5190.8,202.53,24.0,40.614876,-105.101852,202.32,115.8,111.86,,,5.63,11.59,0.067,183.33,5560.3,7.23,12.597,32.25,29.09,0.000678,0.0079,538.655,838.18,54.034,23.75,312.266,0.3,4202.9692,10.2161,29.5024,36.9855,7.67448,33.81
71061,5205.0,202.02,24.33,40.61451,-105.100693,202.25,116.51,113.16,,,5.61,13.2,0.031,184.75,5581.8,7.24,12.596,32.48,29.18,0.000714,0.00785,563.018,837.58,53.884,23.85,312.433,0.3,4206.0391,10.219,29.6762,37.237,7.68224,34.78
71062,5230.1,202.77,24.5,40.614098,-105.099594,202.14,117.35,114.44,,,5.69,16.56,0.002,186.23,5604.7,7.32,12.594,32.93,29.09,0.000776,0.007742,589.376,836.9,54.649,23.68,312.333,0.302,4208.6201,10.2745,29.3842,36.8143,7.73085,35.13
71063,5245.9,203.37,24.5,40.613686,-105.098473,201.94,118.3,115.85,,,6.14,19.09,0.039,186.6,5628.6,7.43,12.593,33.44,29.16,0.000827,0.007692,616.724,836.33,54.045,23.8,312.52,0.3,4211.1758,10.3553,29.5967,37.122,7.79784,35.48
71064,5270.7,203.54,24.17,40.613243,-105.097397,201.76,119.82,117.65,,,5.94,17.4,0.034,189.04,5649.2,7.44,12.592,33.88,29.3,0.000822,0.007736,642.777,835.54,56.171,23.73,312.53,0.306,4213.8789,10.3605,29.4708,36.9396,7.80928,34.92
71065,5288.7,206.41,23.67,40.61277,-105.096359,201.46,122.18,119.38,,,5.77,14.8,0.023,189.23,5672.0,7.39,12.591,34.1,29.31,0.000815,0.007818,666.751,834.83,57.798,23.58,312.445,0.311,4216.5874,10.3255,29.2023,36.5515,7.78923,35.09
71066,5308.6,208.47,23.5,40.612282,-105.095322,201.19,124.56,120.77,,,5.36,15.15,-0.056,186.6,5702.1,7.31,12.589,34.18,29.19,0.000853,0.007821,694.449,834.26,56.394,23.6,312.524,0.307,4219.958,10.2702,29.2329,36.5956,7.75232,34.89
71067,5338.3,206.52,23.83,40.611771,-105.094284,201.12,126.55,122.25,,,4.8,17.7,-0.148,185.3,5730.3,7.29,12.587,34.19,28.9,0.00092,0.007766,724.007,833.48,53.378,23.59,312.607,0.299,4223.5244,10.257,29.2295,36.5908,7.74965,34.52
71068,5359.2,203.65,24.0,40.611244,-105.093307,201.07,128.25,123.7,,,5.05,18.91,-0.076,185.09,5754.2,7.36,12.587,34.19,28.73,0.000943,0.007739,740.785,832.62,52.524,23.5,312.599,0.297,4224.3745,10.3051,29.0663,36.3553,7.79453,36.03
71069,5375.9,202.71,24.0,40.61068,-105.09227,201.06,129.16,125.31,,,4.52,19.23,-0.142,184.73,5774.3,7.38,12.586,34.21,28.66,0.000932,0.007729,762.885,832.09,52.654,23.41,312.562,0.297,4226.2051,10.3223,28.9095,36.1285,7.8127,35.49
71070,5400.5,201.67,24.0,40.61013,-105.091324,201.18,130.18,127.17,,,4.41,19.68,-0.05,185.78,5788.6,7.31,12.586,34.32,28.64,0.00092,0.007704,777.469,831.49,52.658,23.39,312.604,0.297,4225.6577,10.2678,28.8719,36.0746,7.77666,35.94
71071,5417.7,201.49,23.67,40.609539,-105.090393,201.42,131.87,128.87,,,4.34,19.64,-0.013,186.2,5802.0,7.17,12.586,34.61,28.67,0.000908,0.007701,790.631,831.15,54.386,23.25,312.496,0.302,4225.4434,10.1747,28.6324,35.729,7.7085,35.57
71072,5433.8,203.68,23.5,40.60891,-105.089516,201.74,133.9,130.47,,,4.2,18.2,0.004,186.63,5814.8,7.01,12.587,35.01,28.75,0.000882,0.007737,802.588,830.65,54.952,23.27,312.568,0.304,4225.335,10.0644,28.6633,35.7735,7.62846,35.15
71073,5438.8,206.54,23.5,40.608246,-105.088539,202.04,136.11,132.28,,,4.19,17.78,0.102,187.62,5825.8,6.81,12.587,35.34,28.69,0.000882,0.00775,815.217,830.44,55.473,23.17,312.486,0.305,4223.9644,9.9264,28.4902,35.5244,7.52459,34.63
71074,5444.5,207.54,23.5,40.607597,-105.087685,202.36,138.39,134.09,,,4.15,18.99,0.082,187.98,5836.8,6.59,12.587,35.51,28.78,0.000914,0.007729,828.966,830.04,56.165,23.18,312.544,0.307,4224.7954,9.7779,28.5151,35.5601,7.41433,33.99
71075,5454.5,207.08,23.23,40.606926,-105.086853,202.56,140.27,136.02,,,4.2,18.89,-0.027,190.05,5850.8,6.37,12.586,35.52,28.83,0.000932,0.007744,845.237,829.66,56.594,23.19,312.587,0.308,4227.0908,9.6312,28.5189,35.5654,7.30508,33.55
71076,5465.2,207.09,23.33,40.606197,-105.08606,202.74,141.88,138.1,,,4.39,16.78,0.023,189.28,5863.8,6.2,12.585,35.38,28.76,0.000883,0.007798,861.307,829.49,56.481,23.13,312.55,0.308,4227.834,9.5177,28.4302,35.4383,7.21954,33.43
71077,5480.1,206.95,23.5,40.605461,-105.085266,202.93,143.32,139.94,,,4.73,15.61,-0.011,187.89,5877.3,6.1,12.585,35.18,28.65,0.000856,0.007829,872.713,828.96,55.556,23.11,312.582,0.306,4229.5928,9.4534,28.3878,35.3772,7.17487,32.65
71078,5494.9,206.47,23.5,40.604748,-105.084518,203.0,144.68,141.42,,,5.0,15.13,0.045,189.08,5895.5,6.08,12.585,35.09,28.67,0.000836,0.007841,891.232,828.52,55.272,23.15,312.669,0.305,4229.2607,9.4373,28.4524,35.47,7.16636,33.36
71079,5513.2,208.67,23.17,40.603966,-105.083786,203.0,145.98,142.99,,,4.86,14.78,-0.028,188.76,5912.2,6.17,12.584,35.3,28.58,0.000798,0.007838,910.318,827.98,56.705,22.93,312.495,0.309,4230.646,9.4979,28.0767,34.9301,7.21762,33.58
71080,5527.6,209.25,23.0,40.603207,-105.083115,203.06,147.14,144.47,,,4.93,14.13,-0.019,189.73,5928.5,6.34,12.584,35.81,28.63,0.000855,0.007858,926.57,827.61,55.69,23.07,312.684,0.306,4231.4893,9.6062,28.3169,35.275,7.30421,34.6
71081,5539.5,209.08,23.33,40.602413,-105.082458,203.18,148.47,145.83,,,4.83,14.07,-0.043,188.82,5944.3,6.5,12.583,36.42,28.54,0.000966,0.007858,943.933,827.2,56.246,22.92,312.576,0.308,4232.6973,9.714,28.0694,34.9193,7.39091,34.7
71082,5555.4,208.62,23.17,40.601643,-105.081825,203.25,149.81,147.29,,,4.93,15.67,0.059,188.8,5957.2,6.53,12.583,36.85,28.44,0.000989,0.007833,960.687,826.79,55.312,22.91,312.608,0.306,4232.665,9.7324,28.0506,34.8925,7.40871,34.81
71083,5566.6,207.22,23.33,40.600792,-105.081161,203.31,150.65,148.78,,,4.91,17.66,-0.015,187.13,5972.2,6.47,12.582,37.07,28.41,0.001017,0.007807,978.974,826.23,56.263,22.79,312.539,0.308,4235.3794,9.6914,27.8422,34.5933,7.38223,35.01
71084,5588.0,205.65,23.5,40.599995,-105.080582,203.38,151.59,150.23,,,4.92,18.67,-0.056,188.72,5990.0,6.43,12.581,37.23,28.38,0.001041,0.007786,997.722,825.71,55.294,22.85,312.654,0.306,4237.4087,9.6664,27.9372,34.7298,7.36758,34.46
71085,5596.7,206.12,23.23,40.599159,-105.079994,203.49,153.08,151.86,,,4.86,20.15,-0.016,186.58,6006.0,6.43,12.581,37.29,28.4,0.001051,0.007769,1013.837,825.33,55.735,22.83,312.674,0.307,4237.6865,9.6691,27.903,34.6807,7.37314,34.22
71086,5613.5,207.1,23.0,40.598282,-105.079453,203.85,154.97,153.6,,,4.82,21.66,0.01,187.89,6020.2,6.5,12.58,37.11,28.39,0.001078,0.007758,1032.008,824.81,55.338,22.85,312.754,0.306,4238.7021,9.7161,27.9416,34.7361,7.41416,35.05
71087,5624.0,209.06,22.67,40.597427,-105.078934,204.24,157.6,155.51,,,4.67,21.92,0.065,187.29,6033.8,6.63,12.58,36.54,28.29,0.001096,0.00776,1047.577,824.37,57.12,22.58,312.515,0.311,4238.5596,9.7987,27.4859,34.0831,7.48197,36.15
71088,5637.0,209.74,22.83,40.596569,-105.078537,204.54,160.7,157.74,,,4.64,21.78,0.07,186.99,6045.8,6.77,12.58,35.85,27.98,0.001108,0.007759,1065.105,824.01,55.731,22.4,312.371,0.307,4239.5239,9.8938,27.1974,33.6706,7.55879,36.87
71089,5651.9,209.4,22.67,40.59565,-105.078064,204.75,163.2,160.02,,,4.91,21.43,0.096,187.43,6059.9,6.9,12.579,35.34,27.98,0.001126,0.007758,1083.242,823.53,56.457,22.32,312.34,0.309,4240.8247,9.9824,27.0667,33.484,7.63182,36.92
71090,5675.4,209.8,22.5,40.594746,-105.077782,204.86,165.28,162.11,,,4.89,20.81,-0.026,188.32,6081.2,6.97,12.578,35.17,28.02,0.001152,0.007767,1101.327,822.91,57.599,22.25,312.333,0.312,4244.0049,10.0327,26.9515,33.3198,7.67668,37.41
71091,5686.6,209.62,22.5,40.593822,-105.077469,205.06,166.89,164.34,,,5.05,20.75,-0.049,187.94,6103.1,7.01,12.577,35.28,27.85,0.001195,0.007776,1108.394,822.58,56.48,22.19,312.3,0.309,4245.8623,10.0624,26.8468,33.1705,7.7027,37.54
71092,5708.6,208.16,22.5,40.592903,-105.077171,205.24,168.05,166.43,,,5.1,21.82,-0.066,188.25,6123.7,7.0,12.576,35.44,28.01,0.001253,0.007761,1126.11,821.99,54.988,22.49,312.681,0.306,4247.3325,10.0545,27.3395,33.8736,7.70224,36.06
71093,5721.8,208.23,22.5,40.591953,-105.076981,205.49,169.63,168.39,,,4.93,21.77,-0.012,187.44,6142.5,6.93,12.576,35.59,27.98,0.00128,0.00776,1142.799,821.36,56.358,22.33,312.577,0.309,4247.5811,10.006,27.0705,33.4898,7.67053,37.14
71094,5746.6,208.95,22.5,40.591015,-105.076782,205.74,172.09,170.52,,,4.72,22.22,0.078,189.25,6157.5,6.84,12.576,35.79,27.99,0.001316,0.007758,1159.638,820.75,57.063,22.26,312.573,0.311,4247.1538,9.9411,26.9612,33.3337,7.62588,36.67
71095,5767.8,210.67,22.17,40.590061,-105.07666,205.93,174.87,172.68,,,4.75,24.2,-0.025,189.3,6174.9,6.76,12.575,36.06,27.86,0.001364,0.007739,1165.82,820.3,58.459,22.0,312.342,0.315,4249.4385,9.8925,26.5286,32.7175,7.59241,37.56
71096,5776.2,209.27,22.65,40.589123,-105.076553,206.17,176.92,174.74,,,5.04,24.18,0.007,189.43,6196.6,6.76,12.574,36.45,27.85,0.001374,0.007747,1180.223,819.81,55.884,22.24,312.65,0.308,4251.5405,9.891,26.9232,33.2799,7.59582,36.79
71097,5802.0,209.24,22.67,40.588146,-105.076515,206.49,179.17,177.05,,,4.94,22.85,0.097,188.07,6216.1,6.83,12.574,36.9,27.89,0.001354,0.00777,1183.463,819.25,57.246,22.14,312.606,0.312,4252.0923,9.9369,26.7619,33.0502,7.63674,37.62
71098,5816.0,209.96,22.5,40.587193,-105.076515,206.74,182.09,179.35,,,4.67,24.13,0.087,185.94,6235.8,6.94,12.573,37.38,27.8,0.001364,0.007767,1216.211,818.5,56.316,22.13,312.68,0.31,4253.8193,10.015,26.7482,33.0301,7.70466,37.35
71099,5835.9,210.2,22.17,40.58622,-105.076622,206.99,184.95,181.83,,,4.73,28.25,-0.06,186.5,6258.2,7.15,12.572,37.99,27.64,0.001424,0.007722,1231.615,818.01,56.798,21.92,312.516,0.311,4257.1025,10.156,26.4138,32.5545,7.81929,38.94
71100,5856.5,208.48,22.33,40.585266,-105.076698,207.24,187.23,184.68,,,5.13,28.74,-0.064,187.87,6279.0,7.34,12.571,38.77,27.5,0.001396,0.007723,1255.901,817.39,55.873,21.88,312.533,0.309,4259.0591,10.2935,26.337,32.4453,7.93264,38.9
71101,5884.7,208.46,22.23,40.584332,-105.076942,207.49,189.35,187.33,,,5.13,25.93,-0.096,189.89,6299.9,7.39,12.57,39.61,27.49,0.001332,0.007763,1285.32,816.77,55.895,21.86,312.582,0.309,4260.9146,10.3273,26.3085,32.4048,7.96503,39.19
71102,5902.7,209.28,22.0,40.583397,-105.077187,207.74,191.71,189.53,,,4.94,24.66,-0.042,189.58,6323.6,7.29,12.57,40.34,27.43,0.001298,0.007787,1306.108,816.17,56.419,21.74,312.525,0.31,4260.6108,10.2559,26.1233,32.142,7.91519,39.43
71103,5921.0,208.3,22.0,40.582451,-105.077469,208.04,194.35,191.88,,,4.67,25.21,-0.093,189.37,6342.6,7.11,12.57,40.83,27.36,0.001299,0.007794,1306.627,815.62,56.909,21.63,312.463,0.312,4261.6641,10.1324,25.9405,31.8827,7.82397,39.56
71104,5937.9,206.21,22.33,40.581528,-105.07782,208.36,196.77,194.19,,,4.55,26.29,-0.041,189.37,6358.0,6.91,12.569,41.09,27.34,0.001309,0.007784,1334.503,815.12,56.318,21.65,312.546,0.31,4261.7393,9.9925,25.9822,31.9417,7.7194,38.13
71105,5939.7,207.37,21.85,40.580578,-105.078209,208.56,199.49,196.56,,,4.56,26.84,0.02,189.94,6371.6,6.73,12.57,41.04,27.43,0.001315,0.007782,1342.316,814.73,56.595,21.72,312.653,0.311,4261.6147,9.8669,26.079,32.079,7.62484,38.19
71106,5957.0,210.35,21.5,40.57967,-105.078629,208.74,202.26,199.33,,,4.54,26.77,-0.004,190.77,6382.4,6.53,12.569,40.67,27.43,0.001312,0.007793,1355.758,814.23,58.242,21.56,312.539,0.316,4262.75,9.7351,25.8251,31.7191,7.52648,37.77
71107,5969.5,211.1,21.5,40.578812,-105.079147,208.99,204.94,202.02,,,4.6,26.81,-0.016,189.92,6395.9,6.28,12.568,40.0,27.41,0.001314,0.007792,1370.657,813.87,58.406,21.52,312.54,0.316,4263.9399,9.5676,25.7666,31.6362,7.39882,36.45
71108,5978.9,211.69,21.5,40.577953,-105.079712,209.24,207.47,204.35,,,4.73,28.3,0.026,190.39,6410.9,6.0,12.568,39.32,27.31,0.001345,0.00777,1376.71,813.55,57.841,21.47,312.519,0.315,4264.3643,9.3836,25.6849,31.5207,7.25777,36.53
71109,5988.0,213.26,21.5,40.577099,-105.080322,209.49,210.06,207.06,,,4.66,29.42,0.016,189.34,6424.6,5.71,12.568,38.63,27.16,0.001374,0.007744,1402.448,813.21,58.523,21.25,312.331,0.317,4265.3818,9.2004,25.3513,31.0491,7.11737,36.25
71110,6012.0,213.71,21.5,40.576241,-105.080971,209.74,212.96,209.93,,,4.96,29.37,0.064,186.73,6438.8,5.48,12.568,37.88,26.93,0.001392,0.007746,1418.868,812.71,58.7,21.01,312.129,0.317,4265.8999,9.0523,24.9773,30.5218,7.00598,36.13
71111,6022.0,212.45,21.5,40.575428,-105.081688,210.16,215.62,212.98,,,5.13,30.73,-0.007,187.25,6454.2,5.61,12.566,37.17,26.96,0.001435,0.007742,1414.934,812.24,57.0,21.2,312.377,0.313,4268.1509,9.1376,25.2635,30.9252,7.07681,36.2
71112,6045.9,211.2,21.5,40.574665,-105.082497,210.73,218.31,216.36,,,4.86,32.49,-0.097,186.61,6468.4,6.18,12.566,36.76,26.96,0.001487,0.007728,1427.983,811.71,56.705,21.23,312.469,0.312,4269.8818,9.5013,25.3116,30.9931,7.36677,38.07
71113,6053.1,209.57,21.5,40.573921,-105.083336,211.06,221.5,219.35,,,4.96,31.73,-0.04,187.39,6483.2,6.77,12.566,36.58,26.92,0.001497,0.007741,1411.85,811.38,56.029,21.25,312.527,0.31,4269.4097,9.8988,25.3464,31.0423,7.68183,40.04
71114,6066.2,210.78,21.17,40.573189,-105.084251,211.41,225.09,221.93,,,4.89,30.32,0.143,186.51,6500.1,7.03,12.567,36.64,26.99,0.001487,0.007762,1432.364,810.95,56.858,21.24,312.563,0.313,4267.916,10.0717,25.3281,31.0165,7.82193,40.04
71115,6076.0,211.61,21.0,40.572521,-105.085159,211.81,228.88,225.04,,,4.76,28.29,0.169,185.37,6514.6,7.04,12.566,36.93,27.01,0.001456,0.007793,1469.829,810.55,57.505,21.19,312.552,0.314,4268.6235,10.0812,25.2486,30.9045,7.83328,39.6
71116,6095.2,210.48,21.33,40.571892,-105.086166,212.1,232.73,228.28,,,4.65,26.82,-0.001,184.91,6532.3,6.99,12.564,37.4,26.85,0.001424,0.00781,1484.804,809.98,56.039,21.17,312.599,0.311,4272.7529,10.0496,25.2247,30.8706,7.81397,40.26
