UTC,FMS_ALT_PRES,FMS_TAS,FMS_SAT,FMS_LAT,FMS_LON,FMS_GRD_SPD,FMS_HDG,FMS_TRK,FMS_WNS,FMS_WND,IRS_PITCH,IRS_ROLL,IRS_VERT_ACC,ADC_IAS,GPS_ALT,A_DewPoint,A_CabinPressure,A_SurfTemp,A_TotalTemp,A_JNO2_Nadir,A_JNO2_Zenith,A_RadarAlt,C_StaticPressure,C_DiffPressure,C_StatTempDegC,C_PotTempDegK,C_MachNumber,C_CabAltitude,C_VaporPresWater,C_SatVaporPresWater,C_SatVaporPresIce,C_MixingRatio,C_RelHumidity
70932,5716.1,184.75,22.67,40.535732,-105.141747,209.47,15.5,13.85,22.73,168.75,-1.39,-19.08,-0.003,176.8,6095.4,4.62,12.511,25.18,27.65,0.00087,0.008029,415.969,821.75,42.71,23.33,313.595,0.27,4386.0269,8.5283,28.7674,35.9237,6.52273,29.45
70933,5710.0,185.57,22.5,40.536667,-105.141464,208.96,13.79,12.21,23.0,168.75,-1.98,-18.54,-0.004,176.71,6083.7,4.55,12.512,27.0,27.67,0.000843,0.008029,443.052,822.08,42.668,23.35,313.581,0.27,4384.4731,8.4848,28.8022,35.9738,6.48652,29.38
70934,5702.5,185.06,22.83,40.537628,-105.141281,208.36,12.27,10.8,23.0,168.75,-2.11,-17.26,-0.023,176.23,6070.0,4.6,12.513,28.75,27.73,0.000814,0.00804,482.564,822.14,42.861,23.4,313.623,0.27,4383.6611,8.5148,28.8834,36.091,6.50912,29.8
70935,5692.8,180.62,24.3,40.538567,-105.141068,207.48,10.32,9.26,23.23,168.75,-1.17,-16.19,0.1,176.02,6057.1,4.82,12.514,30.23,27.66,0.000788,0.008044,529.164,822.42,42.655,23.35,313.545,0.27,4380.2407,8.6467,28.8051,35.9784,6.60884,30.31
70936,5684.4,179.82,24.35,40.539539,-105.14093,206.61,8.84,7.71,23.73,168.75,-0.62,-15.92,0.093,174.48,6045.1,5.16,12.515,31.36,27.73,0.000776,0.008045,571.124,822.85,43.499,23.33,313.477,0.272,4377.8779,8.8554,28.7707,35.929,6.76655,31.41
70937,5671.9,183.69,23.67,40.540466,-105.140854,205.68,7.75,6.14,23.77,168.5,-0.97,-15.8,-0.013,172.71,6035.7,5.48,12.516,32.15,27.8,0.000771,0.00805,618.834,823.2,43.151,23.44,313.549,0.271,4377.1582,9.0539,28.9518,36.1898,6.91683,32.3
70938,5655.8,182.98,24.15,40.541424,-105.140724,204.51,6.04,4.59,23.5,168.05,-1.41,-16.0,-0.052,172.64,6029.9,5.66,12.516,32.63,27.62,0.000774,0.008039,670.506,823.35,42.919,23.29,313.376,0.27,4376.5659,9.1688,28.6954,35.8204,7.00431,31.44
70939,5664.0,183.15,23.85,40.542358,-105.140724,203.36,4.62,3.22,23.5,167.8,-0.95,-14.7,0.044,171.47,6023.3,5.72,12.517,32.88,27.59,0.000753,0.008046,710.762,823.42,44.083,23.14,313.216,0.274,4373.4058,9.2051,28.4447,35.4593,7.03181,31.62
70940,5651.6,178.13,23.83,40.543312,-105.140724,202.37,3.3,2.04,23.73,167.34,-0.54,-13.11,0.062,170.25,6013.2,5.67,12.519,33.0,27.55,0.000725,0.008051,729.486,823.74,39.301,23.57,313.637,0.259,4370.6245,9.1754,29.1981,36.5461,7.00602,31.99
70941,5642.6,179.55,23.67,40.544228,-105.140724,201.3,1.69,0.74,23.77,167.1,-0.45,-12.56,0.023,169.71,6005.6,5.59,12.52,33.1,27.46,0.000713,0.008045,738.093,824.06,40.243,23.4,313.415,0.262,4368.2988,9.1196,28.885,36.0937,6.96027,31.04
70942,5634.5,181.47,24.15,40.545158,-105.140724,200.13,359.54,0.04,23.27,166.64,-0.11,-10.45,0.069,168.88,6000.1,5.43,12.521,33.31,27.5,0.000678,0.008049,748.128,824.06,39.33,23.52,313.548,0.259,4365.459,9.0215,29.1035,36.4089,6.8846,31.92
70943,5631.2,182.73,23.85,40.546074,-105.140724,198.93,358.45,358.51,22.77,166.64,0.02,-5.6,0.081,167.98,5996.1,5.26,12.522,33.6,27.73,0.00062,0.008079,759.785,824.27,41.691,23.52,313.519,0.266,4363.8818,8.917,29.0959,36.3979,6.8022,30.57
70944,5627.3,183.4,23.5,40.546982,-105.140846,197.76,357.96,357.6,22.05,166.64,-0.03,-2.58,0.066,166.52,5994.5,5.1,12.522,33.84,27.74,0.000605,0.008094,761.672,824.42,42.545,23.44,313.423,0.269,4363.3394,8.8158,28.9622,36.2052,6.72295,29.92
70945,5629.1,184.73,23.17,40.547871,-105.140884,196.55,358.44,357.05,21.27,166.39,-0.2,-3.28,-0.03,166.53,5995.0,4.96,12.522,33.74,27.52,0.000623,0.008107,762.947,824.33,43.672,23.12,313.094,0.273,4362.3975,8.7326,28.4069,35.4045,6.65951,29.98
70946,5630.1,179.69,23.65,40.548805,-105.140968,195.49,358.84,356.76,20.77,165.69,0.1,-4.43,-0.011,165.57,5997.8,4.89,12.523,33.21,27.37,0.000635,0.008132,761.231,824.17,38.703,23.45,313.463,0.257,4361.5894,8.6873,28.982,36.2332,6.62591,29.56
70947,5631.0,175.3,24.0,40.549683,-105.141014,194.31,358.92,356.48,20.5,164.74,0.83,-5.02,0.069,165.32,5999.5,4.83,12.524,32.4,27.36,0.000644,0.008137,764.949,824.14,39.03,23.42,313.428,0.258,4359.8169,8.6546,28.9201,36.1441,6.60103,30.76
70948,5630.2,172.63,24.0,40.550587,-105.141129,193.06,358.43,356.13,20.73,163.58,1.37,-4.33,0.112,162.08,6001.3,4.78,12.524,31.54,27.36,0.000648,0.008139,768.57,824.25,39.096,23.41,313.41,0.258,4358.9795,8.6201,28.9102,36.1298,6.57347,29.65
70949,5626.8,173.39,24.0,40.551441,-105.14122,191.87,357.49,355.72,20.77,162.88,0.61,-3.93,-0.011,163.3,6005.3,4.74,12.524,30.71,27.31,0.000701,0.008131,775.616,824.2,39.916,23.27,313.27,0.261,4359.5,8.5995,28.6716,35.786,6.55805,30.36
70950,5633.9,176.37,23.73,40.552299,-105.141312,190.52,356.97,355.3,20.27,162.18,-1.42,-1.48,-0.2,161.61,6011.1,4.91,12.523,29.83,27.13,0.000761,0.008145,784.751,823.95,40.598,23.03,313.038,0.263,4362.0405,8.698,28.2494,35.1782,6.63595,31.59
70951,5651.2,178.57,23.5,40.553196,-105.141373,189.34,356.98,355.06,19.77,161.47,-2.51,2.48,-0.222,159.13,6017.3,5.33,12.522,28.9,26.92,0.000791,0.008146,785.736,823.53,40.604,22.82,312.865,0.263,4363.3301,8.9596,27.8957,34.6701,6.84127,32.44
70952,5657.1,178.55,23.17,40.554031,-105.141563,188.72,357.26,355.05,19.05,160.77,-2.14,3.23,-0.099,157.82,6017.1,5.81,12.523,27.91,26.9,0.000813,0.008145,785.992,823.47,40.166,22.85,312.898,0.262,4361.8965,9.2624,27.9398,34.7335,7.07564,33.29
70953,5650.4,175.25,23.0,40.554977,-105.141602,188.21,358.07,355.2,18.5,159.82,-2.35,0.1,-0.128,158.62,6010.5,6.2,12.524,27.0,26.92,0.000799,0.00816,778.598,823.59,38.466,23.04,313.083,0.256,4359.9937,9.5145,28.2598,35.1931,7.26935,34.3
70954,5640.7,172.51,23.0,40.555832,-105.141739,187.83,358.93,355.38,18.5,158.41,-2.04,-2.55,-0.05,157.9,5999.9,6.36,12.525,26.35,26.87,0.000773,0.008155,762.067,823.85,36.993,23.12,313.149,0.251,4356.2915,9.6189,28.4128,35.4133,7.34772,33.59
70955,5634.8,167.79,23.65,40.55669,-105.141747,187.46,359.29,355.41,18.73,157.25,-1.35,-1.19,0.103,157.4,5986.0,6.34,12.528,26.13,27.08,0.000773,0.008153,752.742,824.29,35.565,23.48,313.473,0.246,4351.5698,9.6089,29.0207,36.2891,7.33606,33.65
70956,5610.2,168.12,23.35,40.557552,-105.141884,187.25,358.62,355.39,19.0,156.3,-2.66,2.01,-0.024,156.55,5973.7,6.25,12.528,26.51,27.02,0.000791,0.008128,745.928,824.87,38.939,23.09,313.0,0.257,4349.7197,9.5516,28.3504,35.3237,7.28663,32.75
70957,5605.0,170.03,23.33,40.558407,-105.141945,187.19,357.21,355.43,19.0,155.39,-3.94,2.96,-0.121,157.36,5961.9,6.18,12.529,27.51,27.15,0.000815,0.008107,738.533,825.08,36.765,23.43,313.34,0.25,4348.271,9.5021,28.9426,36.1763,7.24656,32.85
70958,5597.2,171.69,23.17,40.559261,-105.142075,187.12,356.58,355.59,18.77,155.64,-4.31,2.1,-0.079,157.64,5947.5,6.17,12.531,29.0,27.11,0.000822,0.008109,725.816,825.32,38.175,23.25,313.126,0.255,4345.1064,9.4967,28.6333,35.7302,7.24025,33.55
70959,5584.5,173.86,23.33,40.56012,-105.142113,187.24,357.1,355.82,18.27,156.34,-3.68,1.49,-0.043,158.19,5930.5,6.23,12.533,30.76,27.17,0.000813,0.00812,709.35,825.83,39.856,23.15,312.96,0.26,4340.8008,9.5337,28.4529,35.4706,7.26419,34.07
70960,5566.5,174.83,23.5,40.560978,-105.142235,187.54,358.67,355.95,18.0,156.55,-2.93,0.72,0.028,158.62,5911.9,6.39,12.535,32.61,27.13,0.000806,0.008138,667.602,826.45,39.846,23.12,312.861,0.26,4336.0977,9.6382,28.4004,35.395,7.33926,33.94
70961,5543.9,174.0,23.83,40.561832,-105.142235,187.69,0.35,356.1,17.77,155.6,-1.73,0.39,0.1,158.97,5891.8,6.58,12.538,34.35,27.18,0.000804,0.008144,598.754,827.03,37.801,23.37,313.06,0.253,4330.0581,9.7672,28.8301,36.0139,7.43331,34.16
70962,5522.2,172.4,23.67,40.562733,-105.142418,187.62,0.93,356.26,17.73,153.95,-1.82,0.53,0.054,159.25,5875.6,6.7,12.54,35.91,27.12,0.000787,0.008123,619.249,827.69,38.46,23.24,312.86,0.255,4325.4351,9.8489,28.6194,35.7104,7.49018,34.36
70963,5500.2,170.88,23.5,40.563625,-105.142433,187.57,0.56,356.35,18.0,152.33,-2.48,0.77,-0.026,158.15,5859.8,6.74,12.541,37.29,27.15,0.000721,0.008093,602.931,828.15,37.43,23.38,312.953,0.252,4322.5146,9.8778,28.8519,36.0454,7.50829,34.48
70964,5495.0,168.34,23.83,40.564484,-105.142494,187.5,359.82,356.48,18.23,151.63,-2.81,3.51,-0.021,157.27,5842.1,6.76,12.543,38.42,27.2,0.000659,0.00808,584.402,828.53,36.706,23.5,313.039,0.25,4319.3037,9.8927,29.0641,36.3519,7.51626,34.05
70965,5486.3,169.52,23.67,40.56535,-105.142593,187.44,359.65,356.71,18.5,151.17,-2.45,4.68,0.003,159.44,5825.9,6.77,12.544,39.29,27.31,0.000619,0.008071,573.647,828.91,37.247,23.56,313.061,0.251,4316.3018,9.8956,29.1685,36.5027,7.51502,34.49
70966,5468.8,172.82,23.17,40.566208,-105.142593,187.38,359.85,357.08,18.5,151.17,-2.47,3.91,-0.01,160.16,5810.1,6.78,12.545,39.8,27.39,0.000605,0.008043,554.729,829.39,39.075,23.47,312.911,0.257,4313.4604,9.9023,29.0047,36.266,7.51573,34.41
70967,5454.0,175.64,23.33,40.567066,-105.142639,187.26,1.01,357.5,18.27,150.68,-2.24,3.12,-0.004,159.42,5793.8,6.82,12.547,39.89,27.41,0.000601,0.008033,538.253,829.84,40.251,23.37,312.762,0.261,4310.3936,9.9341,28.8382,36.0256,7.53605,33.97
70968,5439.9,171.89,23.83,40.567921,-105.142784,187.07,2.06,357.89,18.0,149.77,-1.97,1.59,-0.021,160.04,5779.7,6.83,12.548,39.59,27.49,0.000611,0.008032,536.537,830.38,36.515,23.82,313.177,0.249,4307.3926,9.9366,29.6282,37.1677,7.53303,33.09
70969,5420.2,167.75,24.65,40.568779,-105.142784,186.89,2.74,358.21,18.23,149.52,-1.59,-0.56,0.196,161.63,5764.1,6.72,12.551,39.0,27.86,0.00064,0.008025,515.339,830.81,37.622,24.07,313.396,0.252,4301.8721,9.8664,30.0811,37.8247,7.47516,33.02
70970,5407.0,172.56,24.02,40.569637,-105.142784,186.69,2.8,358.37,18.5,148.57,-1.74,-1.9,0.077,160.96,5746.1,6.65,12.551,38.31,28.01,0.000676,0.008064,511.393,831.33,41.358,23.86,313.119,0.264,4300.7847,9.8181,29.703,37.2761,7.43351,33.63
70971,5389.4,174.93,23.83,40.570492,-105.142784,186.68,1.86,358.4,18.5,147.41,-3.05,0.13,-0.127,160.56,5734.7,6.8,12.551,37.67,27.69,0.000702,0.008114,519.491,831.69,39.127,23.77,312.982,0.257,4301.5063,9.92,29.5386,37.0382,7.50824,32.99
70972,5386.1,170.91,24.33,40.571354,-105.142784,186.64,0.73,358.39,18.5,147.2,-2.96,1.9,-0.108,159.99,5725.8,7.25,12.551,37.18,27.65,0.000726,0.008118,510.995,831.83,38.019,23.83,313.033,0.253,4300.5264,10.2259,29.6505,37.2002,7.74132,35.64
70973,5383.5,170.6,23.85,40.572212,-105.142822,186.44,0.42,358.46,18.27,147.9,-1.65,0.68,0.032,161.34,5714.2,7.7,12.553,36.93,27.64,0.000743,0.008123,492.098,832.13,40.442,23.59,312.75,0.261,4297.5459,10.5471,29.2272,36.5875,7.98474,36.79
70974,5362.0,175.07,23.5,40.573132,-105.142929,186.21,1.37,358.57,17.77,148.11,-1.68,-0.65,0.012,163.01,5702.3,7.93,12.555,37.02,27.7,0.000761,0.008105,483.832,832.62,41.897,23.51,312.61,0.266,4292.9961,10.7142,29.0822,36.3777,8.10796,37.22
70975,5349.5,176.15,23.83,40.573978,-105.142929,185.94,2.65,358.62,17.5,147.16,-2.51,-1.63,-0.109,161.74,5689.0,7.93,12.556,37.5,27.69,0.000762,0.008089,470.66,833.13,40.849,23.61,312.657,0.262,4290.7017,10.7181,29.2526,36.6241,8.10593,36.09
70976,5338.9,169.31,24.33,40.574795,-105.142929,185.65,3.42,358.57,17.73,146.25,-2.62,-3.09,-0.06,161.86,5672.4,7.81,12.558,38.22,27.75,0.000762,0.008074,461.048,833.41,36.481,24.09,313.137,0.248,4287.2417,10.6262,30.1165,37.8762,8.03282,35.46
70977,5324.1,171.73,24.17,40.575722,-105.142929,185.38,3.2,358.47,18.0,145.51,-2.48,-3.68,-0.035,159.13,5655.1,7.61,12.559,38.88,27.69,0.000805,0.008056,444.651,833.83,37.066,23.98,312.973,0.25,4283.9795,10.4835,29.914,37.5824,7.91957,35.02
70978,5306.5,171.54,24.33,40.576599,-105.142929,185.38,2.08,358.28,18.0,143.89,-2.49,-1.81,-0.03,159.6,5636.8,7.39,12.561,39.32,27.76,0.000837,0.008062,420.366,834.4,36.891,24.07,313.008,0.249,4280.5171,10.3282,30.0755,37.8162,7.79544,34.32
70979,5293.8,168.65,24.23,40.577438,-105.143028,185.32,1.03,358.08,18.23,143.68,-2.31,-0.55,0.009,159.79,5617.4,7.2,12.563,39.43,27.81,0.000825,0.008066,408.264,834.92,37.577,24.05,312.932,0.251,4276.1787,10.1932,30.0433,37.7699,7.68736,34.39
70980,5266.5,170.15,24.0,40.578251,-105.143089,185.19,0.89,357.94,18.27,144.14,-2.05,-0.84,0.057,159.49,5600.3,7.03,12.565,39.13,27.84,0.000822,0.008085,389.426,835.51,39.001,23.94,312.755,0.256,4271.0039,10.076,29.8485,37.4868,7.5924,33.69
70981,5245.4,170.51,23.73,40.579136,-105.143089,185.18,1.36,357.85,18.0,144.14,-2.18,-2.96,0.017,161.29,5582.2,6.94,12.567,38.52,27.94,0.000789,0.008078,371.684,836.15,38.732,24.07,312.826,0.255,4266.6763,10.0152,30.0875,37.8342,7.54021,32.95
70982,5234.0,172.47,23.83,40.580044,-105.143089,185.19,1.9,357.72,18.0,143.89,-2.6,-3.72,-0.01,160.34,5561.8,6.99,12.569,37.78,27.95,0.000703,0.008052,368.394,836.72,38.891,24.06,312.753,0.255,4262.5122,10.0467,30.0675,37.8052,7.55903,33.41
70983,5220.5,173.01,24.27,40.580879,-105.14325,185.18,1.96,357.47,18.0,142.95,-2.97,-3.53,-0.069,159.06,5543.8,7.1,12.57,37.11,27.94,0.000669,0.008049,359.374,837.26,36.116,24.32,312.971,0.246,4260.1865,10.1211,30.5425,38.4957,7.61072,32.48
70984,5203.0,170.29,24.77,40.581673,-105.143295,185.25,1.36,357.2,18.23,141.79,-3.26,-1.53,-0.052,159.73,5525.8,7.23,12.572,36.6,28.01,0.000635,0.008053,349.228,837.64,35.722,24.44,313.051,0.245,4256.4336,10.2148,30.7527,38.8019,7.67854,33.46
70985,5184.4,167.63,24.67,40.582603,-105.143295,185.36,0.59,357.0,18.5,141.57,-3.28,-1.84,-0.024,160.0,5506.4,7.39,12.574,36.27,28.06,0.000597,0.00805,335.401,838.2,35.562,24.5,313.058,0.244,4252.5708,10.3268,30.8697,38.9725,7.75843,34.12
70986,5170.6,170.23,24.17,40.583385,-105.143433,185.61,0.09,356.8,18.5,142.03,-3.4,-2.29,-0.027,159.5,5488.6,7.5,12.576,36.04,28.11,0.000548,0.008017,311.409,838.76,38.024,24.32,312.804,0.252,4248.2939,10.4048,30.5299,38.4772,7.81257,34.66
70987,5142.2,168.73,24.65,40.584312,-105.143448,185.86,0.02,356.64,18.73,142.03,-3.67,-1.69,-0.027,159.79,5467.2,7.57,12.578,35.77,28.23,0.000522,0.008012,285.069,839.49,37.634,24.48,312.897,0.251,4244.2202,10.457,30.8295,38.9143,7.84536,33.23
70988,5118.1,169.11,24.67,40.585106,-105.143578,186.06,0.06,356.51,19.0,142.03,-3.54,-2.38,0.036,159.15,5439.9,7.59,12.58,35.32,28.32,0.000525,0.008014,255.43,840.11,38.178,24.52,312.869,0.253,4238.833,10.4716,30.8948,39.0091,7.85057,33.58
70989,5099.0,172.2,24.83,40.586025,-105.143654,186.35,359.56,356.36,18.77,142.03,-3.81,-2.64,0.03,161.55,5415.3,7.59,12.582,34.66,28.61,0.000579,0.008023,229.301,840.87,37.526,24.87,313.161,0.25,4234.1343,10.4685,31.5596,39.9813,7.841,32.86
70990,5078.7,173.29,24.67,40.586903,-105.143677,186.79,358.65,356.24,18.5,142.03,-3.84,1.65,0.014,164.94,5392.6,7.59,12.585,33.93,28.89,0.000652,0.008038,190.767,841.55,39.709,24.94,313.161,0.257,4229.4922,10.4676,31.6867,40.1669,7.83391,33.11
70991,5057.6,176.52,24.83,40.587765,-105.143784,187.11,358.05,356.22,18.27,142.03,-3.4,1.83,0.067,166.25,5371.0,7.71,12.586,33.47,28.94,0.000641,0.008027,174.381,842.21,41.546,24.82,312.961,0.263,4225.5278,10.5548,31.4577,39.8322,7.89375,34.4
70992,5041.0,179.67,25.0,40.588619,-105.143784,187.42,358.4,356.32,17.55,142.03,-3.4,1.6,-0.025,163.42,5353.3,8.05,12.587,33.83,28.73,0.000524,0.008015,160.173,842.8,42.5,24.52,312.583,0.266,4223.3813,10.802,30.895,39.0093,8.07532,35.64
70993,5021.1,179.87,25.0,40.589474,-105.143944,187.51,359.47,356.56,16.77,141.79,-3.08,2.58,0.011,162.56,5335.7,8.36,12.589,35.08,28.69,0.000515,0.008014,135.968,843.34,41.471,24.57,312.587,0.263,4219.5771,11.032,31.003,39.167,8.24421,36.03
70994,5001.7,176.19,25.33,40.590332,-105.143944,187.43,0.74,356.8,16.5,141.33,-2.71,0.5,0.033,162.21,5314.0,8.43,12.592,36.64,28.84,0.000487,0.008021,113.078,843.92,39.273,24.94,312.907,0.256,4214.7285,11.0855,31.6859,40.1664,8.27889,33.97
70995,4980.8,172.18,25.17,40.59119,-105.143959,187.5,0.86,356.96,16.73,141.33,-1.78,-1.34,0.079,160.01,5294.0,8.28,12.594,38.08,28.93,0.000578,0.008021,89.74,844.57,38.261,25.13,313.038,0.252,4208.8711,10.9709,32.0439,40.6907,8.18587,33.85
70996,4964.1,171.81,25.65,40.592045,-105.14415,187.39,0.38,357.03,17.0,141.33,-0.76,1.91,0.197,161.48,5276.0,8.03,12.597,39.15,29.48,0.000536,0.00802,74.404,845.15,38.552,25.65,313.52,0.253,4202.3242,10.786,33.0489,42.1703,8.04052,32.18
70997,4941.4,175.82,25.67,40.592918,-105.14415,187.19,359.91,357.08,17.0,141.08,-0.84,3.1,0.095,164.27,5261.8,7.8,12.598,40.02,29.65,0.00058,0.008009,65.103,845.75,42.282,25.46,313.257,0.265,4199.8213,10.6231,32.6768,41.6215,7.91182,32.98
70998,4936.6,173.28,26.15,40.593819,-105.144165,186.79,0.08,357.26,17.0,140.87,-0.29,0.59,0.061,163.32,5253.4,7.73,12.598,40.84,29.37,0.000555,0.007999,58.978,846.06,40.165,25.39,313.154,0.258,4200.6221,10.5677,32.5466,41.4297,7.86711,33.03
70999,4929.1,172.38,25.85,40.594696,-105.144302,186.26,359.78,357.49,16.77,141.57,-0.71,-1.08,-0.022,162.53,5247.2,7.84,12.597,41.71,29.55,0.00055,0.008018,56.911,846.27,39.325,25.65,313.406,0.255,4202.9033,10.6483,33.0585,42.1849,7.92584,32.25
71000,4928.2,175.99,25.5,40.595512,-105.144302,185.79,359.3,357.54,16.27,142.03,-0.79,0.04,0.011,163.98,5242.4,8.0,12.596,42.68,29.62,0.000544,0.008013,55.61,846.29,40.145,25.64,313.391,0.258,4204.0693,10.7675,33.0363,42.1527,8.0155,34.15
71001,4919.0,178.27,25.83,40.596413,-105.144302,185.21,359.21,357.5,15.78,141.79,-0.68,0.13,-0.006,163.55,5238.4,8.22,12.596,43.69,29.38,0.000539,0.007997,54.57,846.45,41.842,25.24,312.959,0.263,4205.1826,10.9281,32.2703,41.0249,8.13511,32.92
71002,4924.7,179.01,25.67,40.597221,-105.144348,184.83,359.7,357.39,15.28,141.08,-0.5,-0.53,0.075,164.08,5235.2,8.43,12.597,44.63,30.03,0.000538,0.008003,54.447,846.57,42.465,25.82,313.554,0.265,4202.4771,11.0866,33.3935,42.6791,8.25352,34.18
71003,4921.2,176.99,26.15,40.598064,-105.144508,184.4,0.24,357.32,14.78,140.38,-0.08,-1.34,-0.006,160.97,5232.5,8.53,12.598,45.42,29.34,0.000537,0.008002,55.268,846.74,39.176,25.46,313.157,0.255,4201.0752,11.161,32.6838,41.6315,8.30794,34.43
71004,4911.3,173.98,26.5,40.598923,-105.144508,183.9,0.08,357.24,14.5,139.92,-0.33,-1.97,-0.029,160.2,5231.4,8.57,12.599,46.04,29.41,0.000541,0.008006,58.372,846.69,38.472,25.59,313.3,0.253,4199.1768,11.193,32.9418,42.0121,8.33253,33.47
71005,4913.0,169.91,26.17,40.599777,-105.144531,183.51,359.12,357.06,14.72,140.17,-0.16,-2.09,0.01,159.21,5230.5,8.49,12.6,46.5,29.22,0.000538,0.008012,61.084,846.69,35.546,25.69,313.405,0.243,4196.8726,11.1312,33.1363,42.2988,8.28591,33.71
71006,4912.5,169.92,26.0,40.600636,-105.144653,183.15,358.21,356.87,14.78,140.87,0.8,-2.08,0.075,157.92,5228.6,8.33,12.601,46.83,29.07,0.000533,0.007995,63.324,846.71,39.066,25.2,312.892,0.255,4194.8193,11.0073,32.19,40.9052,8.19233,34.05
71007,4910.1,169.88,26.0,40.601498,-105.144653,182.71,358.03,356.65,14.5,141.82,2.3,-0.25,0.143,154.96,5227.5,8.11,12.602,47.03,28.91,0.00055,0.007984,67.143,846.83,38.171,25.13,312.799,0.252,4191.9263,10.8463,32.046,40.6938,8.06971,33.58
71008,4909.8,168.93,25.67,40.602352,-105.144737,182.05,358.54,356.49,14.5,142.98,4.0,1.72,0.239,154.11,5229.2,7.87,12.604,47.15,28.87,0.000482,0.007975,71.725,846.89,37.877,25.12,312.779,0.251,4187.814,10.6734,32.023,40.6606,7.93884,32.66
71009,4905.4,169.99,25.5,40.603134,-105.144798,181.11,359.31,356.54,14.5,143.44,4.76,5.53,0.171,155.07,5235.8,7.64,12.604,47.18,28.95,0.000415,0.007951,87.747,846.78,38.094,25.17,312.851,0.252,4187.9272,10.5019,32.1288,40.8153,7.81081,32.28
71010,4921.9,170.08,25.5,40.603966,-105.144814,180.29,0.21,357.1,14.28,143.44,4.26,12.76,0.071,154.25,5247.1,7.4,12.602,46.92,29.08,0.000532,0.007914,110.001,846.36,37.684,25.35,313.077,0.25,4191.4033,10.3359,32.4632,41.3068,7.68959,31.28
71011,4941.5,170.03,25.5,40.604824,-105.144997,179.71,1.26,358.12,14.0,143.44,3.53,19.45,-0.04,155.13,5265.7,7.23,12.6,46.11,28.96,0.000687,0.007845,136.608,845.78,35.456,25.43,313.23,0.243,4197.3447,10.2159,32.6325,41.5563,7.60453,31.13
71012,4964.1,169.94,25.5,40.605644,-105.145004,179.27,3.62,358.73,13.78,143.44,3.96,23.33,-0.023,156.18,5289.7,7.32,12.597,44.84,28.53,0.000776,0.007797,159.191,845.15,37.025,24.85,312.687,0.248,4202.7412,10.2815,31.5236,39.9283,7.65976,33.14
71013,4984.4,169.73,25.5,40.606476,-105.144836,178.83,7.38,1.56,13.5,143.19,4.58,25.27,-0.002,155.41,5311.1,7.75,12.595,43.37,28.41,0.000782,0.007761,189.297,844.61,38.008,24.64,312.524,0.252,4206.9927,10.5853,31.1275,39.3486,7.89414,34.18
71014,4999.8,169.93,25.17,40.607338,-105.144798,178.23,12.3,4.08,13.72,142.24,4.91,26.54,0.028,153.53,5331.1,8.09,12.595,42.01,28.3,0.000781,0.007749,217.169,844.09,36.81,24.64,312.578,0.248,4207.7451,10.8294,31.1267,39.3474,8.08351,35.14
71015,5011.8,169.9,25.0,40.608089,-105.144669,177.41,16.99,7.03,14.22,140.34,4.68,27.56,-0.052,152.13,5351.6,8.14,12.594,40.89,28.22,0.000807,0.007742,244.53,843.72,37.647,24.48,312.449,0.251,4209.3105,10.868,30.8304,38.9149,8.11624,35.28
71016,5024.7,170.06,25.0,40.608898,-105.144394,176.55,20.19,10.45,14.72,137.78,4.46,29.18,-0.114,150.64,5369.4,8.02,12.593,39.92,28.04,0.000864,0.007715,265.632,843.22,37.505,24.32,312.336,0.25,4211.3413,10.7793,30.5394,38.4909,8.05408,35.3
71017,5043.1,169.42,25.0,40.609718,-105.144127,175.83,22.98,13.67,15.22,135.91,4.72,30.94,-0.067,151.11,5387.0,7.82,12.593,39.13,28.02,0.000895,0.007698,287.251,842.64,36.704,24.37,312.446,0.248,4210.8506,10.6343,30.6257,38.6166,7.9498,34.41
71018,5061.5,169.45,24.67,40.610458,-105.143776,175.34,26.45,16.58,15.72,134.75,5.51,32.17,-0.021,150.88,5405.6,7.59,12.594,38.55,27.96,0.000947,0.00769,296.677,842.19,37.245,24.26,312.375,0.249,4209.9482,10.4679,30.4179,38.3141,7.82812,34.34
71019,5064.8,169.0,24.5,40.61124,-105.14341,174.83,30.06,20.11,16.23,134.05,5.16,32.68,-0.06,148.94,5420.3,7.33,12.593,38.01,27.84,0.000955,0.007684,305.633,841.91,36.714,24.2,312.342,0.248,4210.7817,10.287,30.3068,38.1524,7.69377,33.67
71020,5071.0,167.61,24.5,40.611961,-105.142944,174.4,34.0,23.85,16.5,133.84,4.56,31.78,-0.061,148.8,5432.7,7.09,12.593,37.48,27.75,0.000937,0.007703,314.919,841.57,35.958,24.17,312.353,0.245,4211.9482,10.1147,30.265,38.0916,7.56644,33.19
71021,5083.8,166.66,24.5,40.612679,-105.142372,174.07,38.42,27.49,16.95,134.54,4.09,30.93,0.018,148.58,5443.2,6.87,12.593,36.96,27.95,0.000934,0.007721,309.636,841.23,35.859,24.38,312.606,0.245,4212.1333,9.967,30.6439,38.6436,7.45762,32.31
71022,5094.1,166.03,24.5,40.613346,-105.141785,173.89,42.81,31.44,17.5,135.49,3.73,29.63,-0.043,148.71,5450.7,6.7,12.592,36.53,27.77,0.000929,0.007729,325.588,841.0,35.8,24.21,312.45,0.245,4214.3086,9.853,30.3287,38.1842,7.37342,32.47
